sample_id,scene_id,split,source_path,relative_path
0026223,LC08_038030_20190813,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026223\LC08_038030_20190813\all_bands.tif,0026223\LC08_038030_20190813\all_bands.tif
0026224,LC08_035029_20190723,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026224\LC08_035029_20190723\all_bands.tif,0026224\LC08_035029_20190723\all_bands.tif
0026225,LC08_038035_20190813,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026225\LC08_038035_20190813\all_bands.tif,0026225\LC08_038035_20190813\all_bands.tif
0026226,LC08_037035_20190705,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026226\LC08_037035_20190705\all_bands.tif,0026226\LC08_037035_20190705\all_bands.tif
0026228,LC08_032032_20190718,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026228\LC08_032032_20190718\all_bands.tif,0026228\LC08_032032_20190718\all_bands.tif
0026230,LC08_026033_20190724,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026230\LC08_026033_20190724\all_bands.tif,0026230\LC08_026033_20190724\all_bands.tif
0026231,LC08_039034_20190820,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026231\LC08_039034_20190820\all_bands.tif,0026231\LC08_039034_20190820\all_bands.tif
0026235,LC08_024028_20190827,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026235\LC08_024028_20190827\all_bands.tif,0026235\LC08_024028_20190827\all_bands.tif
0026237,LC08_013030_20190729,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026237\LC08_013030_20190729\all_bands.tif,0026237\LC08_013030_20190729\all_bands.tif
0026238,LC08_024035_20190726,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026238\LC08_024035_20190726\all_bands.tif,0026238\LC08_024035_20190726\all_bands.tif
0026239,LC08_041031_20190818,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026239\LC08_041031_20190818\all_bands.tif,0026239\LC08_041031_20190818\all_bands.tif
0026241,LC08_036029_20190714,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026241\LC08_036029_20190714\all_bands.tif,0026241\LC08_036029_20190714\all_bands.tif
0026242,LC08_032033_20190718,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026242\LC08_032033_20190718\all_bands.tif,0026242\LC08_032033_20190718\all_bands.tif
0026243,LC08_023029_20190804,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026243\LC08_023029_20190804\all_bands.tif,0026243\LC08_023029_20190804\all_bands.tif
0026244,LC08_010029_20190825,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026244\LC08_010029_20190825\all_bands.tif,0026244\LC08_010029_20190825\all_bands.tif
0026245,LC08_040032_20190811,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026245\LC08_040032_20190811\all_bands.tif,0026245\LC08_040032_20190811\all_bands.tif
0026248,LC08_040030_20190827,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026248\LC08_040030_20190827\all_bands.tif,0026248\LC08_040030_20190827\all_bands.tif
0026249,LC08_035033_20190723,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026249\LC08_035033_20190723\all_bands.tif,0026249\LC08_035033_20190723\all_bands.tif
0026251,LC08_016042_20190702,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026251\LC08_016042_20190702\all_bands.tif,0026251\LC08_016042_20190702\all_bands.tif
0026252,LC08_034032_20190716,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026252\LC08_034032_20190716\all_bands.tif,0026252\LC08_034032_20190716\all_bands.tif
0026253,LC08_040033_20190811,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026253\LC08_040033_20190811\all_bands.tif,0026253\LC08_040033_20190811\all_bands.tif
0026254,LC08_039029_20190719,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026254\LC08_039029_20190719\all_bands.tif,0026254\LC08_039029_20190719\all_bands.tif
0026257,LC08_032030_20190702,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026257\LC08_032030_20190702\all_bands.tif,0026257\LC08_032030_20190702\all_bands.tif
0026258,LC08_027027_20190731,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026258\LC08_027027_20190731\all_bands.tif,0026258\LC08_027027_20190731\all_bands.tif
0026261,LC08_029035_20190729,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026261\LC08_029035_20190729\all_bands.tif,0026261\LC08_029035_20190729\all_bands.tif
0026262,LC08_033031_20190709,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026262\LC08_033031_20190709\all_bands.tif,0026262\LC08_033031_20190709\all_bands.tif
0026264,LC08_037029_20190721,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026264\LC08_037029_20190721\all_bands.tif,0026264\LC08_037029_20190721\all_bands.tif
0026265,LC08_043033_20190816,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026265\LC08_043033_20190816\all_bands.tif,0026265\LC08_043033_20190816\all_bands.tif
0026266,LC08_026029_20190724,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026266\LC08_026029_20190724\all_bands.tif,0026266\LC08_026029_20190724\all_bands.tif
0026267,LC08_032032_20190718,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026267\LC08_032032_20190718\all_bands.tif,0026267\LC08_032032_20190718\all_bands.tif
0026268,LC08_038036_20190813,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026268\LC08_038036_20190813\all_bands.tif,0026268\LC08_038036_20190813\all_bands.tif
0026269,LC08_025030_20190802,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026269\LC08_025030_20190802\all_bands.tif,0026269\LC08_025030_20190802\all_bands.tif
0026271,LC08_046029_20190720,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026271\LC08_046029_20190720\all_bands.tif,0026271\LC08_046029_20190720\all_bands.tif
0026272,LC08_024033_20190827,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026272\LC08_024033_20190827\all_bands.tif,0026272\LC08_024033_20190827\all_bands.tif
0026275,LC08_042030_20190724,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026275\LC08_042030_20190724\all_bands.tif,0026275\LC08_042030_20190724\all_bands.tif
0026276,LC08_039027_20190804,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026276\LC08_039027_20190804\all_bands.tif,0026276\LC08_039027_20190804\all_bands.tif
0026277,LC08_043026_20190731,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026277\LC08_043026_20190731\all_bands.tif,0026277\LC08_043026_20190731\all_bands.tif
0026281,LC08_038029_20190728,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026281\LC08_038029_20190728\all_bands.tif,0026281\LC08_038029_20190728\all_bands.tif
0026283,LC08_043034_20190816,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026283\LC08_043034_20190816\all_bands.tif,0026283\LC08_043034_20190816\all_bands.tif
0026287,LC08_022035_20190829,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026287\LC08_022035_20190829\all_bands.tif,0026287\LC08_022035_20190829\all_bands.tif
0026288,LC08_026033_20190724,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026288\LC08_026033_20190724\all_bands.tif,0026288\LC08_026033_20190724\all_bands.tif
0026289,LC08_040030_20190827,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026289\LC08_040030_20190827\all_bands.tif,0026289\LC08_040030_20190827\all_bands.tif
0026290,LC08_037037_20190705,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026290\LC08_037037_20190705\all_bands.tif,0026290\LC08_037037_20190705\all_bands.tif
0026291,LC08_040030_20190827,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026291\LC08_040030_20190827\all_bands.tif,0026291\LC08_040030_20190827\all_bands.tif
0026293,LC08_037031_20190705,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026293\LC08_037031_20190705\all_bands.tif,0026293\LC08_037031_20190705\all_bands.tif
0026294,LC08_042029_20190724,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026294\LC08_042029_20190724\all_bands.tif,0026294\LC08_042029_20190724\all_bands.tif
0026295,LC08_024038_20190726,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026295\LC08_024038_20190726\all_bands.tif,0026295\LC08_024038_20190726\all_bands.tif
0026296,LC08_039037_20190820,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026296\LC08_039037_20190820\all_bands.tif,0026296\LC08_039037_20190820\all_bands.tif
0026299,LC08_011031_20190731,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026299\LC08_011031_20190731\all_bands.tif,0026299\LC08_011031_20190731\all_bands.tif
0026300,LC08_031030_20190828,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026300\LC08_031030_20190828\all_bands.tif,0026300\LC08_031030_20190828\all_bands.tif
0026301,LC08_029030_20190729,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026301\LC08_029030_20190729\all_bands.tif,0026301\LC08_029030_20190729\all_bands.tif
0026302,LC08_037036_20190705,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026302\LC08_037036_20190705\all_bands.tif,0026302\LC08_037036_20190705\all_bands.tif
0026306,LC08_039035_20190820,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026306\LC08_039035_20190820\all_bands.tif,0026306\LC08_039035_20190820\all_bands.tif
0026308,LC08_041027_20190818,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026308\LC08_041027_20190818\all_bands.tif,0026308\LC08_041027_20190818\all_bands.tif
0026309,LC08_015030_20190727,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026309\LC08_015030_20190727\all_bands.tif,0026309\LC08_015030_20190727\all_bands.tif
0026310,LC08_031036_20190812,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026310\LC08_031036_20190812\all_bands.tif,0026310\LC08_031036_20190812\all_bands.tif
0026311,LC08_041027_20190818,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026311\LC08_041027_20190818\all_bands.tif,0026311\LC08_041027_20190818\all_bands.tif
0026312,LC08_032032_20190718,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026312\LC08_032032_20190718\all_bands.tif,0026312\LC08_032032_20190718\all_bands.tif
0026316,LC08_016034_20190702,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026316\LC08_016034_20190702\all_bands.tif,0026316\LC08_016034_20190702\all_bands.tif
0026317,LC08_030036_20190720,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026317\LC08_030036_20190720\all_bands.tif,0026317\LC08_030036_20190720\all_bands.tif
0026319,LC08_015032_20190812,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026319\LC08_015032_20190812\all_bands.tif,0026319\LC08_015032_20190812\all_bands.tif
0026320,LC08_039037_20190820,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026320\LC08_039037_20190820\all_bands.tif,0026320\LC08_039037_20190820\all_bands.tif
0026323,LC08_038036_20190813,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026323\LC08_038036_20190813\all_bands.tif,0026323\LC08_038036_20190813\all_bands.tif
0026324,LC08_026034_20190724,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026324\LC08_026034_20190724\all_bands.tif,0026324\LC08_026034_20190724\all_bands.tif
0026325,LC08_036030_20190714,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026325\LC08_036030_20190714\all_bands.tif,0026325\LC08_036030_20190714\all_bands.tif
0026327,LC08_016033_20190702,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026327\LC08_016033_20190702\all_bands.tif,0026327\LC08_016033_20190702\all_bands.tif
0026328,LC08_022034_20190829,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026328\LC08_022034_20190829\all_bands.tif,0026328\LC08_022034_20190829\all_bands.tif
0026329,LC08_026039_20190724,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026329\LC08_026039_20190724\all_bands.tif,0026329\LC08_026039_20190724\all_bands.tif
0026331,LC08_044030_20190722,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026331\LC08_044030_20190722\all_bands.tif,0026331\LC08_044030_20190722\all_bands.tif
0026334,LC08_015030_20190727,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026334\LC08_015030_20190727\all_bands.tif,0026334\LC08_015030_20190727\all_bands.tif
0026335,LC08_036037_20190815,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026335\LC08_036037_20190815\all_bands.tif,0026335\LC08_036037_20190815\all_bands.tif
0026337,LC08_023036_20190820,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026337\LC08_023036_20190820\all_bands.tif,0026337\LC08_023036_20190820\all_bands.tif
0026341,LC08_046028_20190720,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026341\LC08_046028_20190720\all_bands.tif,0026341\LC08_046028_20190720\all_bands.tif
0026343,LC08_026038_20190724,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026343\LC08_026038_20190724\all_bands.tif,0026343\LC08_026038_20190724\all_bands.tif
0026345,LC08_028038_20190706,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026345\LC08_028038_20190706\all_bands.tif,0026345\LC08_028038_20190706\all_bands.tif
0026346,LC08_019038_20190707,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026346\LC08_019038_20190707\all_bands.tif,0026346\LC08_019038_20190707\all_bands.tif
0026349,LC08_030039_20190720,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026349\LC08_030039_20190720\all_bands.tif,0026349\LC08_030039_20190720\all_bands.tif
0026350,LC08_038030_20190813,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026350\LC08_038030_20190813\all_bands.tif,0026350\LC08_038030_20190813\all_bands.tif
0026351,LC08_036035_20190815,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026351\LC08_036035_20190815\all_bands.tif,0026351\LC08_036035_20190815\all_bands.tif
0026352,LC08_026032_20190724,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026352\LC08_026032_20190724\all_bands.tif,0026352\LC08_026032_20190724\all_bands.tif
0026354,LC08_026042_20190809,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026354\LC08_026042_20190809\all_bands.tif,0026354\LC08_026042_20190809\all_bands.tif
0026357,LC08_035027_20190808,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026357\LC08_035027_20190808\all_bands.tif,0026357\LC08_035027_20190808\all_bands.tif
0026358,LC08_045028_20190729,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026358\LC08_045028_20190729\all_bands.tif,0026358\LC08_045028_20190729\all_bands.tif
0026359,LC08_046027_20190805,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026359\LC08_046027_20190805\all_bands.tif,0026359\LC08_046027_20190805\all_bands.tif
0026360,LC08_031038_20190812,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026360\LC08_031038_20190812\all_bands.tif,0026360\LC08_031038_20190812\all_bands.tif
0026364,LC08_018039_20190716,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026364\LC08_018039_20190716\all_bands.tif,0026364\LC08_018039_20190716\all_bands.tif
0026365,LC08_031035_20190812,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026365\LC08_031035_20190812\all_bands.tif,0026365\LC08_031035_20190812\all_bands.tif
0026366,LC08_019036_20190808,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026366\LC08_019036_20190808\all_bands.tif,0026366\LC08_019036_20190808\all_bands.tif
0026367,LC08_040034_20190710,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026367\LC08_040034_20190710\all_bands.tif,0026367\LC08_040034_20190710\all_bands.tif
0026368,LC08_025036_20190717,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026368\LC08_025036_20190717\all_bands.tif,0026368\LC08_025036_20190717\all_bands.tif
0026370,LC08_024034_20190726,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026370\LC08_024034_20190726\all_bands.tif,0026370\LC08_024034_20190726\all_bands.tif
0026371,LC08_034038_20190801,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026371\LC08_034038_20190801\all_bands.tif,0026371\LC08_034038_20190801\all_bands.tif
0026372,LC08_025035_20190717,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026372\LC08_025035_20190717\all_bands.tif,0026372\LC08_025035_20190717\all_bands.tif
0026373,LC08_017041_20190826,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026373\LC08_017041_20190826\all_bands.tif,0026373\LC08_017041_20190826\all_bands.tif
0026374,LC08_031028_20190828,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026374\LC08_031028_20190828\all_bands.tif,0026374\LC08_031028_20190828\all_bands.tif
0026376,LC08_043029_20190731,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026376\LC08_043029_20190731\all_bands.tif,0026376\LC08_043029_20190731\all_bands.tif
0026379,LC08_022034_20190829,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026379\LC08_022034_20190829\all_bands.tif,0026379\LC08_022034_20190829\all_bands.tif
0026381,LC08_028039_20190722,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026381\LC08_028039_20190722\all_bands.tif,0026381\LC08_028039_20190722\all_bands.tif
0026383,LC08_028034_20190722,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026383\LC08_028034_20190722\all_bands.tif,0026383\LC08_028034_20190722\all_bands.tif
0026384,LC08_032038_20190718,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026384\LC08_032038_20190718\all_bands.tif,0026384\LC08_032038_20190718\all_bands.tif
0026385,LC08_030037_20190720,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026385\LC08_030037_20190720\all_bands.tif,0026385\LC08_030037_20190720\all_bands.tif
0026388,LC08_037033_20190721,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026388\LC08_037033_20190721\all_bands.tif,0026388\LC08_037033_20190721\all_bands.tif
0026389,LC08_044033_20190823,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026389\LC08_044033_20190823\all_bands.tif,0026389\LC08_044033_20190823\all_bands.tif
0026390,LC08_018037_20190817,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026390\LC08_018037_20190817\all_bands.tif,0026390\LC08_018037_20190817\all_bands.tif
0026392,LC08_026039_20190724,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026392\LC08_026039_20190724\all_bands.tif,0026392\LC08_026039_20190724\all_bands.tif
0026393,LC08_045030_20190814,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026393\LC08_045030_20190814\all_bands.tif,0026393\LC08_045030_20190814\all_bands.tif
0026394,LC08_028035_20190807,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026394\LC08_028035_20190807\all_bands.tif,0026394\LC08_028035_20190807\all_bands.tif
0026399,LC08_029034_20190729,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026399\LC08_029034_20190729\all_bands.tif,0026399\LC08_029034_20190729\all_bands.tif
0026400,LC08_028041_20190823,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026400\LC08_028041_20190823\all_bands.tif,0026400\LC08_028041_20190823\all_bands.tif
0026403,LC08_031029_20190828,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026403\LC08_031029_20190828\all_bands.tif,0026403\LC08_031029_20190828\all_bands.tif
0026405,LC08_029031_20190729,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026405\LC08_029031_20190729\all_bands.tif,0026405\LC08_029031_20190729\all_bands.tif
0026406,LC08_016041_20190702,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026406\LC08_016041_20190702\all_bands.tif,0026406\LC08_016041_20190702\all_bands.tif
0026407,LC08_040029_20190827,train,D:\Projects\Analytica\ssl4eo_l_oli_tirs_toa_benchmark\ssl4eo_l_oli_tirs_toa_benchmark\0026407\LC08_040029_20190827\all_bands.tif,0026407\LC08_040029_20190827\all_bands.tif
